,2nd Iteration Candidates,TweetSentence,hashtags,phase1Candidates,sentID,tweetID,user
2905,[],she's cute,nan,nan,0,1917,beIievelovato
2906,[],LOL LOL I AM ON TOP!!!!!,nan,nan,0,1918,YasminGoddess3
2907,['camila'],Camila on stage at .,WangoTango,,0,1919,dangerouscasey
2908,"['right', 'right']","i never needed you like i do right now, i never hated you like i do right now ",WangoTango,nan,0,1920,niallretardada
2909,"['prince', 'awesome']",tribute to PRINCE 💜💜  awesome!!,WangoTango,PRINCE::*2*||,0,1921,slorena415
2910,[],@maroon5,WangoTango,,1,1921,slorena415
2911,"['kells', 'instagram story']",IG | Kells no Instagram story da @HaileeSteinfeld.,WangoTango,Kells::*2*||Instagram::*4*||,0,1922,MGKUpdateBR
2912,"['new', 'single', 'first']",@MileyCyrus performed her new single  for the FIRST TIME at @1027KIISFM !,"Malibu, WangoTango",FIRST TIME::*7*8*||,0,1923,madipokey123
2913,['see'],See the video!,"Malibu, WangoTango",,1,1923,madipokey123
2914,[],-&gt;,"Malibu, WangoTango",,2,1923,madipokey123
2915,"['niall', 'on the loose']",Niall cantando On The Loose en el  .,WangoTango,Loose::*4*||,0,1924,NEIDA_1D200
2916,[],-CT♡,WangoTango,nan,1,1924,NEIDA_1D200
2917,['next'],"Ostriches tried on skiing gear, and what happened next will stun you!","ostrich, ostrichski, WangoTango, UFC211",,0,1925,andrewl34343982
2918,[],",,,","ostrich, ostrichski, WangoTango, UFC211",nan,1,1925,andrewl34343982
2919,"['may 13th niall', 'performing', 'on the loose']","May 13th: Niall performing ""On The Loose"" (via @chxudry) (2)",WangoTango,May 13th Niall::*0*1*2*||On The Loose::*4*5*6*||,0,1926,93_irishboy
2920,"['hailee steinfeld', 'machine gun kelly', '102.7 kiis fm']",Hailee Steinfeld and Machine Gun Kelly perform onstage during 102.7 KIIS FM's 2017  on May 13 in Cali…,WangoTango,Hailee Steinfeld::*0*1*||Machine Gun Kelly::*3*4*5*||,0,1927,alreg50
2921,[],@LiamPayne watching @NiallOfficial at,WANGOTANGO,,0,1928,LittlxTomlinson
2922,"['niall', 'scared']","🎥 | Niall performando ""Scared To Be Lonely"" (via @chxudry) (2)",WangoTango,Niall::*2*||Scared To Be Lonely::*4*5*6*7*||,0,1929,1DinfiniteZayn
2923,['niall'],@NiallOfficial @CapitolRecords Niall on stage at,WangoTango,Niall::*2*||,0,1930,NiallsGaIlery
2924,[],That beautiful smile give me peace,WangoTango,,1,1930,NiallsGaIlery
2925,"['miley', 'performing', 'stop']",Miley performing We Can't Stop!,WangoTango,Stop::*4*||,0,1931,tinaalovesyou
2926,[],wtf is this,nan,nan,0,1932,jaureguichken
2927,['camila'],Camila and @machinegunkelly on stage at .,WangoTango,,0,1933,LalYazareth
2928,[],Daddy [De Zayn] ahre.,nan,Daddy [De Zayn::*0*1*2*||,0,1934,lxrry_comeout
2929,[],OHNYGOD,nan,nan,0,1935,niallxkyungsoo
2930,['zedd'],I'm pumped for zedd,WangoTango,,0,1936,devonkosa
2931,[],Introduced @noahcyrus with mom and she crushed it :),WangoTango,,0,1937,noahcyrus
2932,"['love', 'proud', 'see']","@Camila_Cabello I love you, I'm so proud of you although you won't see this message and you won't follow me, you are amazing❤❤",WangoTango,,0,1938,migueltv2504
2933,"['camila', 'wango tango']","YAS CAMILA, SLAY THAT WANGO TANGO STAGE!  ",WangoTango,nan,0,1939,1DCarolinaMB
2934,['first'],@1027KIISFM   Can't wait for my first performance EVER of  🌊,"WangoTango, Malibu",,0,1940,NaxhiooMunk
2935,['camila'],Camila with fans backstage at,WangoTango,,0,1941,saiiapichaya
2936,"['miley', 'jolene']",And Miley singing Jolene is my ultimate crack.,nan,Miley::*1*||Jolene::*3*||,0,1942,SelenaGotMeLike
2937,['sessions'],Her backyard sessions are so so good.,nan,,1,1942,SelenaGotMeLike
2938,[],So powerful.,nan,,2,1942,SelenaGotMeLike
2939,['watch'],WATCH THEM.,nan,nan,3,1942,SelenaGotMeLike
2940,[],This is just the beginning y'all ✌🏽,"WangoTango, Malibu",,0,1943,OurFemaleRebel
2941,[],You don't understand.,WANGOTANGO,,0,1944,punsNpuppies
2942,[],@maroon5 is just heart eyes motherfucker.,WANGOTANGO,,1,1944,punsNpuppies
2943,"['camila', 'instagram story']",Camila no Instagram story da @ashlee_juno,WangoTango,Instagram::*2*||,0,1945,Cclmjauregui
2944,"['niall', 'on the loose']",Niall perfoming 'On the Loose' at  (via @1027KIISFM),WangoTango,Loose::*4*||,0,1946,oneuriection
2945,['shit'],OH SHIT,nan,nan,0,1947,seventeenlogic
2946,"['niall', 'carpet']",Niall is on the carpet!!,WangoTango,,0,1948,MimiShikshin
2947,['see'],🔥 Who's excited to see him on stage tonight?!,WangoTango,,1,1948,MimiShikshin
2948,[],| @iHeartRadio,WangoTango,,2,1948,MimiShikshin
2949,['words'],We ran into a fan at  who had some special words for @NiallOfficial!,WangoTango,,0,1949,paralesrosalyn
2950,[],❤️❤️❤️,WangoTango,,1,1949,paralesrosalyn
2951,"['go crazy', 'prince']","""Let's Go Crazy"" by Prince - covered by @maroon5, live at","NowPlaying, WangoTango",Go Crazy::*1*2*||Prince::*4*||,0,1950,dc408dxnow
2952,[],Normila is alive omg,WangoTango,,0,1951,iggzdistortion
2953,['killed'],@imjmichaels KILLED her performance of !,"Issues, WangoTango",KILLED::*1*||,0,1952,CSchevoli
2954,[],💫 💫 💫,"Issues, WangoTango",,1,1952,CSchevoli
2955,['camila'],Camila's cute belly 😁,nan,,0,1953,Micaycay__
2956,"['niall', 'performing']",Niall performing at,WangoTango,,0,1954,suckMatty
2957,['camila'],Camila and @machinegunkelly on stage at,WangoTango,,0,1955,itsAshLopez
2958,[],100% point on vocals,WangoTango,,0,1956,SabrinaPerdom
2959,[],100% point on styles,WangoTango,,1,1956,SabrinaPerdom
2960,[],100% point on body,WangoTango,,2,1956,SabrinaPerdom
2961,['great'],What a great queen 😌👏🏻,WangoTango,,3,1956,SabrinaPerdom
2962,"['niam', 'makes', 'happy']",Niam together in  is the only thing today that makes me happy ❤️❤️,WangoTango,,0,1957,NataliastylesHa
2963,['liam'],📸 | Liam at  tonight  [@901Music],WangoTango,Liam::*2*||,0,1958,xElaPayneX
2964,['liam'],📲 || Liam backstage at,WangoTango,Liam::*2*||,0,1959,1DUpdateOT4
2965,[],Cyrus ladies times three onstage at !,WangoTango,,0,1960,cyrxspxrpose
2966,[],❤️ @MileyCyrus @noahcyrus @tishcyrus,WangoTango,,1,1960,cyrxspxrpose
2967,['party'],@RyanSeacrest can't help but join the @maroon5 party!!!,WangoTango,,0,1961,1027KIISFM
2968,['camila'],Camila on the backstage of,"WangoTango, PREMIOSMTVMIAW, MTVINSTAGLCABELLO",,0,1962,garciacabello2
2969,"['love', 'maroon 5', 'getting']",I love that Maroon 5 is getting to perform so many songs.,WangoTango,Maroon 5::*3*4*||,0,1963,berrydelicious
2970,['time'],"I hope @backstreetboys gets the same, if not more, amount time.",WangoTango,,1,1963,berrydelicious
2971,[],"2015 Modular Phone: Project Ara ,,,","Awesometech, hightech, WangoTango, UFC211",nan,0,1964,rachelnorth4241
2972,['camila cabello'],"CAMILA CABELLO IS COMING FOR BLOOD PASS IT ON 
 ",CC1isComing,nan,0,1965,cuhbaeyofine
2973,"['on the loose', 'guys']",ON THE LOOSE IS A FUCKIN JAAAAAM MY GUYS,WangoTango,nan,0,1966,MairasLouis
2974,[],.@haileesteinfeld watching and supporting @imjmichaels backstage at  ❤️,WangoTango,nan,0,1967,JuliaMichaelsPH
2975,"['camila', 'carpet']",Camila on 's yellow carpet.,"WangoTango, PREMIOSMTVMIAW, MTVINSTAGLCABELLO",,0,1968,garciacabello2
2976,"['camila', 'con', 'instagram']",Camila con @JoJoWright (via Instagram de jojowright),WangoTango,Instagram::*4*||,0,1969,Pau2_5H
2977,[],50 COLORS!,"eurovision, UFC211, WhitePeople, zachbrownbandlive, SamuraiJack, WangoTango",nan,0,1970,NexxgenCo
2978,['trump'],trump 1sssjxjxjxbxbdbdbbdbds,"eurovision, UFC211, WhitePeople, zachbrownbandlive, SamuraiJack, WangoTango",,1,1970,NexxgenCo
2979,['maroon 5'],YES PLEASE MORE MAROON 5 ❤,"WangoTango, M5OnWangoTango",nan,0,1971,katyloveM5
2980,['brilliant'],"Brilliant Recreation for Jurassic World Trailer ,,,","Funny, Funnyvideo, WangoTango, UFC211",,0,1972,johnduncan2021
2981,"['camila', 'instagram']",Camila and @machinegunkelly during their performance on  (@MarcusRFrancis on Instagram story)…,WangoTango,MarcusRFrancis on Instagram::*7*8*9*||,0,1973,garciacabello2
2982,"['niall', 'instagram story', 'may 13th']",Niall in @Chelsea_Briggs' Instagram story (May 13th),WangoTango,Instagram::*3*||May 13th::*5*6*||,0,1974,claramo2018
2983,['liam'],📸 | Liam at  tonight,WangoTango,Liam::*2*||,0,1975,xElaPayneX
2984,['niall'],Niall on the yellow carpet at  💛,WangoTango,,0,1976,NiallsGaIlery
2985,[],Katy singing Dark Horse at .,WangoTango,Dark Horse::*2*3*||,0,1977,slayprismatic
2986,[],@katyperry,WangoTango,,1,1977,slayprismatic
2987,"['liam', 'niall']",Liam watching Niall performing at .,WangoTango,Niall::*2*||,0,1978,Solo0t5rise
2988,[],They're definitely friendship goals.,WangoTango,,1,1978,Solo0t5rise
2989,['love'],@NiallOfficial @LiamPayne I love you both!,WangoTango,,2,1978,Solo0t5rise
2990,['liam'],liam no @1027KIISFM,WangoTango,,0,1979,flavotinha
2991,['hailee steinfeld'],Hailee Steinfeld com o @JoJoWright.,WangoTango,Hailee Steinfeld::*0*1*||,0,1980,SummerBowden4
2992,[],@adamlevine is so fucken hottttt,WANGOTANGO,nan,0,1981,KarinaJauregui
2993,[],On my way to @1027KIISFM .,WangoTango,,0,1982,captain_smores
2994,[],I'm presenting!,WangoTango,,1,1982,captain_smores
2995,[],Who's gonna be there?!,WangoTango,,2,1982,captain_smores
2996,[],😆👌🏽,WangoTango,,3,1982,captain_smores
2997,"['camila', 'soon']",Camila is going on soon!,WangoTango,,0,1983,JhorellyM
2998,['instagram'],We're live on Instagram (@901Music).,WangoTango,Instagram::*3*||,1,1983,JhorellyM
2999,[],Follow along there!,WangoTango,,2,1983,JhorellyM
3000,[],| @iHeartRadio,WangoTango,,3,1983,JhorellyM
3001,[],"Clumsy Baby Elephant ,,,","Funnyanimal, funnyelephant, WangoTango, UFC211",nan,0,1984,stephenblake451
3002,['jolene'],IM SCREAMING JOLENE IS SUCH AN ICONIC SONG,nan,nan,0,1985,swirlkj
3003,"['niall', 'instagram story', 'may 13th']",Niall in justinstirling's Instagram story (May 13th),WangoTango,Instagram::*3*||May 13th::*5*6*||,0,1986,93_irishboy
3004,[],Here's the video of Miley &amp; Noah singing Happy Birthday to @tishcyrus 🎊🎂❤️,nan,Miley::*4*||Noah::*6*||Happy Birthday::*8*9*||,0,1987,khelms1998
3005,[],AHHHHH,WangoTango,nan,0,1988,SilviaCR48lm
3006,[],CAUSE BABY TONIGHT WE'RE BEAUTIFUL NOWWW!!!!!,WangoTango,nan,1,1988,SilviaCR48lm
3007,[],@Zedd,WangoTango,,2,1988,SilviaCR48lm
3008,"['niall', 'town']",Niall cantando This Town no  !,WangoTango,Town::*3*||,0,1989,flavotinha
3009,['niall'],VIDEO || Niall walking around at  today !,WangoTango,Niall::*2*||,0,1990,LanaJPradipta
3010,"['niam', 'harry', 'single']","NIAM 
HARRY CANTANDO SC
HS1
LIAM SINGLE 
2017 SALVO
",WangoTango,nan,0,1991,luanaborstnez
3011,['on the loose'],On The Loose via @chxudry.,WangoTango,,0,1992,analuiza13792
3012,[],posted at,WangoTango,nan,0,1993,TatiNuniez
3013,"['niall', 'scared']",Niall cantando Scared to be lonely en el  .,WangoTango,Scared::*2*||,0,1994,NEIDA_1D200
3014,[],-CT♡,WangoTango,nan,1,1994,NEIDA_1D200
3015,[],Queen @camila_cabello!,WangoTango,,0,1995,AlannnaDrummond
3016,[],❤️👑,WangoTango,,1,1995,AlannnaDrummond
3017,['sing'],"Chris Pratt and Jimmy Fallon Sing ""Nonsense Karaoke"" ,,,","Amazing, funny, WangoTango, UFC211",,0,1996,neilfisher235
3018,[],Keep moving.,"WangoTango, BeltandRoad",,0,1997,AlifaaSz80mpx
3019,[],Backstage babes @MileyCyrus x @halsey 😍🔥🎉,WangoTango,,0,1998,iRespectMiley
3020,[],Is everything okay at home @katyperry?,nan,,0,1999,laurengosolo
3021,['liam'],THEY INTERVIEWED LIAM I'M SO GLAD THAT I'M WATCHING 😭😭😭,WangoTango,nan,0,2000,lonelycurlshes
3022,"['liam', 'earth']",Liam is so fine what on earth,WangoTango,,0,2001,_JasonBrown21
3023,"['portugal', 'free']",World Trends:  | Portugal |  |  | | Free Unfollow Unfollowers |,"UFC211, WangoTango, LaDivinaComida, MinhaMãeSempreDiz",,0,2002,appunfollowers
3024,['look full photo'],Look Full Photo ini,"UFC211, SNLLiveCoastToCoast, zacbrownbandlive, SamuraiJack",Look Full Photo::*0*1*2*||,0,2003,JuliaSarah99
3025,[],Bobby Ryan,"UFC211, SNLLiveCoastToCoast, zacbrownbandlive, SamuraiJack",nan,1,2003,JuliaSarah99
3026,['frankie'],Frankie,"UFC211, SNLLiveCoastToCoast, zacbrownbandlive, SamuraiJack",nan,2,2003,JuliaSarah99
3027,[],Who else wants a private serenade from @NiallOfficial?!!??,WangoTango,,0,2004,aliensnaspceshp
3028,"['camila', 'performing', 'snapchat']",Camila and @machinegunkelly performing on  (@iHeartRadio on Snapchat),"WangoTango, PREMIOSMTVMIAW, MTVINSTAGLCABELLO",Snapchat::*7*||,0,2005,garciacabello2
3029,"['niall', 'carpet']",Niall at  yellow carpet!,WangoTango,,0,2006,1DIndiaTour
3030,[],Gorgeous as always!,WangoTango,,0,2007,saiiapichaya
3031,[],Hi @Camila_Cabello 👋🏼😘,WangoTango,,1,2007,saiiapichaya
3032,['love'],i LOVE how she sings this,nan,LOVE::*1*||,0,2008,dejavunarryy
3033,[],I want front row   @1027kiisfm,"wangotango, UPGRADE",,0,2009,NexusSocialLA
3034,"['camila', 'snapchat']",Camila on @iHeartRadio's snapchat story,WangoTango,,0,2010,LalYazareth
3035,[],"The Carrot is Always Mike’s Favorite ,,,","hamster, cutehamster, WangoTango, UFC211",,0,2011,LittleJonnySmit
3036,"['may 13th niall', 'performing', 'slow hands']","May 13th: Niall performing ""Slow Hands"" (via @chxudry) (2)",WangoTango,May 13th Niall::*0*1*2*||Slow Hands::*4*5*||,0,2012,nece_tibbit007
3037,"['camila', 'bad things']",Camila durante Bad Things no  (via @CabellosEffect),WangoTango,Bad Things::*2*3*||,0,2013,defensecabeIlo
3038,"['camila', 'bad things', 'snapchat']",Camila durante Bad Things no  (via @TigerBeatNow no Snapchat),WangoTango,Bad Things::*2*3*||Snapchat::*8*||,0,2014,screammila
3039,['camila'],Camila on stage at .,WangoTango,,0,2015,LalYazareth
3040,[],"HE WAS SO NERVOUS THAT DAY, ",nan,nan,0,2016,baeLucz
3041,"['camila', 'bad things']",Camila durante Bad Things no  (via @avaxcabello),WangoTango,Bad Things::*2*3*||,0,2017,defensecabeIlo
3042,[],"Dogs Annoying Cats with Their Friendship ,,,","Funnycat, adorable, WangoTango, UFC211",,0,2018,sueskinner8591
3043,[],Katy's  performance just ended!,WangoTango,,0,2019,heartedkaty
3044,"['chained', 'bon appétit']","Set list: Chained To The Rhythm, Teenage Dream, Firework, Dark Horse, E.T., Roar and Bon Appétit.",WangoTango,Chained::*2*||Bon Appétit::*14*15*||,1,2019,heartedkaty
3045,[],im not emotional,nan,nan,0,2020,snugglyoongs
3046,"['google', 'lenovo', 'first']",CES 2016: Google's Project Tango phone dances with Lenovo for its first consumer outing,WangoTango,CES 2016 Google's Project Tango::*0*1*2*3*4*||Lenovo::*8*||,0,2021,scienceLeMagazi
3047,['proud'],So proud of this family.,nan,,0,2022,crazyforholt
3048,[],insensibles💔,WangoTango,nan,0,2023,vodkalaurenss
3049,['see'],Show has been amazing but I only came to see @TanyaRad @1027KIISFM,WangoTango,,0,2024,joorshao
3050,['look'],this whole look is so forced,nan,nan,0,2025,laurengirlxxv2
3051,['best'],@PCamilaCabello Best performance?,nan,Best::*1*||,0,2026,PopPoIls
3052,"['need', 'need']",She might not need anyone else but we NEED you @HaileeSteinfeld!!!!,WangoTango,NEED::*8*||,0,2027,onedire79089870
3053,"['camila', 'instagram story']",Camila on @Chelsea_Briggs Instagram story.,"WangoTango, PREMIOSMTVMIAW, MTVINSTAGLCABELLO",Instagram::*3*||,0,2028,garciacabello2
3054,['stop'],We Can't Stop!,WangoTango,nan,0,2029,miam166
3055,"['adam', 'killed']",ADAM LEVINE'S GUITAR SOLO JUST KILLED ME,WangoTango,nan,0,2030,megan_wolo
3056,"['miley', 'best']",miley is the best idol you can have,wangotango,nan,0,2031,queengrimmiex
3057,"['hq', 'camila', 'carpet']",HQ | Camila no yellow carpet do,"WangoTango, PREMIOSMTVMIAW, MTVINSTAGLCABELLO",Camila::*2*||,0,2032,5hot5_4ever
3058,['goddess'],A GODDESS @katyperry 💋,WangoTango,GODDESS::*1*||,0,2033,perrygwza
3059,[],"Chameleon Loves to Pop Bubbles ,,,","Adorable, chameleon, WangoTango, UFC211",,0,2034,JaneJaneparr420
3060,"['niall', 'on the loose']","Niall cantando ""On The Loose"" esta tarden en el !",WangoTango,On The Loose::*2*3*4*||,0,2035,lours_1D
3061,[],(2),WangoTango,,1,2035,lours_1D
3062,['niall'],Niall en el backstage del  .-CT♡,WangoTango,CT::*5*||,0,2036,StylesCoxAura
3063,['niall'],📸 | Niall autografando posters no backstage do  .,WangoTango,Niall::*2*||,0,2037,1DinfiniteZayn
3064,['niall'],Niall no backstage do  ontem - 13/05.,WangoTango,,0,2038,TekaEstefani
3065,"['jenga', 'surprise']",How good is this bunny at playing Jenga game will surprise you!,"cutebunny, adorablebunny, WangoTango, UFC211",Jenga::*7*||,0,2039,rosehamilton291
3066,[],",,,","cutebunny, adorablebunny, WangoTango, UFC211",nan,1,2039,rosehamilton291
3067,"['niall', 'town']",Niall apresentando 'This Town' no .,WangoTango,This Town::*2*3*||,0,2040,Californiabittc
3068,['get'],"Using Siri To Get Married ,,,","getmarried, usingsiri, WangoTango, UFC211",nan,0,2041,william36567291
3069,[],suicide,nan,nan,0,2042,blockykidplays
3070,['us'],@MileyCyrus takes us to !,Malibu,,0,2043,lastgodbye
3071,[],✌️,Malibu,,1,2043,lastgodbye
3072,['miley'],Miley backstage with fans.,WangoTango,,0,2044,chem_is_TRY__
3073,[],Tomorrow 🙌,nan,,0,2045,kimnlarry
3074,['deal'],"@aaroncarter just remixed ""I Want Candy"" &amp; we CANNOT DEAL 😫😫😫",WANGOTANGO,I Want Candy::*3*4*5*||DEAL::*9*||,0,2046,NJHLove93
3075,"['niall', 'town']",Niall cantando This Town en el !,WangoTango,Town::*3*||,0,2047,CamiHoran1D1
3076,[],!❤,WangoTango,,1,2047,CamiHoran1D1
3077,['stella'],| @katyperry at  with her niece Stella and @Geli's daughter ❤️,"PHOTO, WangoTango",Stella::*6*||,0,2048,anggeign_
3078,[],"Baby Elephant Bathing ,,,","Funnyanimal, funnyelephant, WangoTango, UFC211",nan,0,2049,jasmine15097885
3079,['looks'],this all looks like such a forced image by his label lmao,nan,nan,0,2050,macaronileoni
3080,['niall'],Niall onstage at @1027KIISFM  today!,WangoTango,,0,2051,1DIndiaTour
3081,['camila'],Camila no backstage do,"WangoTango, PREMIOSMTVMIAW, MTVINSTAGLCABELLO",,0,2052,5hot5_4ever
3082,"['pics of miley', 'performing']",Pics of Miley performing,WangoTango,Pics of Miley::*0*1*2*||,0,2053,MySmilerSide
3083,[],"Giant Star Wars LEGO Super Star Destroyer Shattered in Slow Motion ,,,","Amazing, slowmotion, WangoTango, UFC211",,0,2054,annastewart6551
3084,"['niall', 'instagram story', 'may 13th']",Niall in courtneyjbarry's Instagram story (May 13th),WangoTango,Instagram::*3*||May 13th::*5*6*||,0,2055,93_irishboy
3085,[],We are loving this powerful performance from @HaileeSteinfeld and @machinegunkelly,WangoTango,,0,2056,onedire79089870
3086,"['right', 'us', 'right', 'niall']",The fandom might as well be in the  right now with all the things the boys are throwing at us right now @LiamPayne  Niall,"UFC211, WangoTango",Niall::*23*||,0,2057,liamschocochips
3087,[],SUCH A BEBBEEEEE,nan,nan,0,2058,niallassun
3088,['niam'],OMG NIAM JUST MET!!!,WangoTango,nan,0,2059,MurkOfficial
3089,['time'],"Time to drop the bass, 'cause Zedd's performing next!",WangoTango,Zedd's::*6*||,0,2060,realwesleywess
3090,"['liam', 'niall']",Liam watching Niall Horan perform at,WangoTango,Niall Horan::*2*3*||,0,2061,perrieleharry
3091,[],that's hot,nan,nan,0,2062,lourrie
3092,['love'],We LOVE  @MileyCyrus!,"Malibu, WangoTango",,0,2063,MCisexcellent
3093,"['camila', 'performing', 'bad things']",Camila and @machinegunkelly performing Bad Things tonight at,WangoTango,Bad Things::*4*5*||,0,2064,8Raegan
3094,[],Which group is the most oppressed?,WhitePeople,,0,2065,MWMWWWWWWWWWMWM
3095,"['white', 'privilege']",Is there such thing as white privilege?,WhitePeople,,0,2066,trumpocrat
3096,"['govt', 'hispanics', 'white']",The Govt census now considers Hispanics white.,WhitePeople,Govt::*1*||Hispanics::*5*||,0,2067,RayKoagel
3097,[],What is all of this fuss?,WhitePeople,,1,2067,RayKoagel
3098,"['hate', 'whites', 'white', 'proud', 'racist', 'nazi']",is trending for everyone to hate on Whites and If your a white male who's proud of his heritage you're a racist fucking NAZI,WhitePeople,Whites::*7*||NAZI::*23*||,0,2068,RedPilled88
3099,[],"Wait, what?",nan,,0,2069,word_in_edgewis
3100,['makes'],This makes no sense.,nan,,1,2069,word_in_edgewis
3101,['people'],"How can a group of people not have a ""culture""?",nan,,2,2069,word_in_edgewis
3102,[],Everyone has culture.,nan,,3,2069,word_in_edgewis
3103,[],When  set their minds towards a goal there is nothing they cannot accomplish.,WhitePeople,,0,2070,NathanielGSmith
3104,['proud'],Be proud of your heritage…,WhitePeople,,1,2070,NathanielGSmith
